age,monthly_charges,total_charges,tenure_months,monthly_usage_gb,customer_satisfaction,number_of_services,gender,contract_type,payment_method,internet_service,phone_service,streaming_tv,streaming_movies,churn,customer_lifetime_value
56.0,47.70432722642494,484.9522178523989,9.0,63.83078140617816,3,4,Male,Month-to-month,Electronic check,dsl,Yes,Yes,Yes,yes,100.0
35.0,66.14965508610548,3580.5839898472423,52.0,54.67459697932459,1,3,F,Month-to-month,Electronic check,Fiber optic,Y,no,Yes,no,2872.19
76.0,115.26652748381235,6386.472932451031,58.0,59.03056718853652,9,4,male,yearly,Mailed check,Fiber optic,yes,No,No,no,4460.87
55.0,56.80773230404609,2984.6373050583056,62.0,57.026680953075356,4,4,Male,Two year,Mailed check,Fiber optic,Yes,Yes,yes,no,4414.8
35.0,46.43227091786016,1815.728946461519,40.0,30.832997331379403,6,4,male,Month-to-month,Mailed check,Fiber optic,yes,No,yes,no,3041.05
65.0,69.23135799873347,4706.398809588635,69.0,33.633842363005655,9,2,female,Two year,Bank transfer,fiber,Y,no,yes,no,3674.88
20.0,45.011117164435916,1642.1507035207603,40.0,29.599485320744094,10,4,M,Two year,credit,DSL,Y,no,yes,no,4477.62
65.0,69.10247951719643,4292.673111892842,52.0,98.56046261370324,9,2,Female,monthly,Electronic check,fiber,No,no,Yes,no,3043.12
79.0,84.86172765465359,3505.476015525796,39.0,81.76018631397415,10,3,M,yearly,credit,fiber,Y,Yes,yes,no,3105.28
29.0,48.86446536385944,451.0047226324423,11.0,36.189474347381065,5,3,Male,yearly,Mailed check,None,Y,No,Yes,yes,100.0
32.0,66.00618804489983,1388.8235496066177,18.0,67.38783021657407,3,2,Female,Month-to-month,electronic,fiber,Yes,yes,yes,no,2548.07
65.0,72.87485110285783,2752.4145228348266,40.0,27.121387004543283,6,3,male,Month-to-month,,dsl,Yes,no,Yes,no,3318.01
34.0,93.49017917806057,4074.2798724144914,37.0,29.62777154806626,1,1,Female,Month-to-month,Credit card,Fiber optic,Yes,no,No,yes,808.11
47.0,85.373134598266,3396.560835008645,36.0,66.09189647616464,7,2,Male,Two year,Bank transfer,DSL,N,no,Yes,no,2218.63
37.0,61.966836767685926,2737.9298848237813,47.0,13.01531788881352,6,2,F,Month-to-month,Mailed check,Fiber optic,Y,no,No,no,2102.89
21.0,65.49234112584716,,56.0,33.7760011578916,9,1,Female,Month-to-month,electronic,None,Y,No,Yes,no,3123.43
61.0,56.10161972760015,4075.90121657031,66.0,61.74409282081115,9,2,male,Month-to-month,Credit card,DSL,No,no,yes,no,4651.61
31.0,64.46421651113522,1665.4195951354839,30.0,20.06207346711794,8,3,M,One year,Credit card,dsl,yes,No,yes,no,3251.15
51.0,90.5041147286489,301.1889732622517,3.0,24.57683832740143,7,3,F,Month-to-month,Bank transfer,None,Y,No,yes,yes,730.81
51.0,84.91691850420598,278.5563900721674,4.0,85.76773179692023,9,4,Female,Month-to-month,credit,DSL,N,Yes,Yes,no,2412.12
49.0,29.61417678287374,354.93703768251225,14.0,90.09964657098763,10,2,Male,Month-to-month,credit,DSL,No,no,yes,no,1447.28
67.0,69.68190594342211,1626.767585799263,23.0,45.64570322133976,5,1,female,monthly,Mailed check,DSL,N,No,No,yes,337.15
64.0,73.30511656735493,2624.403608758387,35.0,48.937107109455724,5,2,M,Two year,Credit card,dsl,Y,yes,yes,no,3214.49
61.0,48.10389435636672,558.0156879806501,13.0,101.08182003987216,5,3,Female,monthly,credit,No,Y,Yes,yes,yes,268.76
60.0,86.08199405423764,2899.423180827586,39.0,81.479330332575,9,3,male,Two year,electronic,fiber,Yes,No,No,no,3511.86
46.0,78.07517856001448,3208.439209385298,44.0,65.38080069219775,7,2,M,Two year,electronic,fiber,yes,no,no,no,2081.64
73.0,85.56043551776266,3928.193100445128,56.0,10.312945278566858,2,2,Female,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,yes,no,4180.49
78.0,65.85880925143455,3215.635719808595,41.0,18.698085442825814,7,2,male,yearly,Electronic check,Fiber optic,Y,yes,No,no,3125.9
41.0,52.59259159462783,3209.7204617488587,66.0,0.0,10,3,Female,monthly,Bank transfer,Fiber optic,Yes,yes,Yes,no,4652.18
70.0,55.06372061265983,580.3796023088942,12.0,50.74643565520001,9,1,M,Month-to-month,Bank transfer,None,No,No,No,yes,1476.41
28.0,72.76118336841792,2332.6154254449293,31.0,56.81393566930349,4,2,male,monthly,Electronic check,DSL,N,No,no,no,734.32
27.0,66.9694062810217,3000.4622847323476,38.0,55.49449828261781,7,3,female,monthly,credit,DSL,Yes,no,Yes,yes,979.17
38.0,73.69040553655918,1514.8869116789535,25.0,75.89214890909165,4,2,Female,monthly,Mailed check,DSL,Y,Yes,No,no,2305.91
49.0,70.82276196070542,723.196605782821,9.0,80.40480621009979,4,1,Male,Month-to-month,Credit card,dsl,yes,yes,yes,yes,146.66
41.0,22.683588579202763,590.5633105070515,24.0,39.76843535112807,2,2,F,Month-to-month,Mailed check,dsl,No,No,yes,yes,100.0
49.0,72.41945116937232,4320.430529479422,66.0,22.03269967536764,9,4,male,Month-to-month,Bank transfer,fiber,yes,yes,No,no,4352.54
21.0,53.76952285570537,2029.4066097662549,39.0,24.881664125153225,1,3,male,Month-to-month,Electronic check,DSL,No,Yes,yes,yes,1570.88
61.0,73.41768947863429,4015.669932072792,58.0,79.27944253009233,1,1,Female,yearly,Mailed check,Fiber optic,yes,yes,yes,no,3217.19
78.0,89.8934035363499,794.5741929405054,10.0,74.50044483352067,5,1,Female,One year,Electronic check,dsl,N,No,Yes,no,2172.01
24.0,33.7570469721876,1270.9810093682997,43.0,51.467884649673564,10,2,female,Month-to-month,Mailed check,dsl,yes,Yes,no,no,1978.7
72.0,80.20283364332704,1302.0770756582444,16.0,29.752191321537943,5,2,M,monthly,Electronic check,dsl,Y,Yes,Yes,no,2183.42
46.0,79.35530818249646,3385.9502206484904,43.0,56.75764911045428,7,2,female,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,no,2558.6
70.0,66.13257427713147,346.64039924262136,5.0,63.688427390005224,7,2,F,Month-to-month,Electronic check,fiber,N,No,no,yes,174.98
33.0,36.154003561791576,1643.3552602455825,48.0,36.14995097908655,7,4,Female,monthly,Bank transfer,Fiber optic,Y,Yes,Yes,no,1766.11
29.0,,1374.8122431848283,65.0,35.034230013790506,10,3,Female,yearly,Mailed check,DSL,Y,Yes,no,no,3155.91
27.0,72.4310153095213,2201.031918478078,28.0,40.57408498129079,10,2,F,Month-to-month,Electronic check,None,N,no,Yes,no,3287.69
26.0,17.60772008504567,915.4500139728216,44.0,49.14333495714595,3,2,F,One year,electronic,dsl,Yes,no,Yes,no,815.07
60.0,42.01246824268091,2568.768730061054,51.0,42.89808939779658,8,1,male,monthly,Credit card,Fiber optic,yes,No,No,no,2581.2
79.0,49.60075844990825,1559.738726097465,29.0,15.701741757068078,3,1,Female,Month-to-month,Electronic check,Fiber optic,Y,no,yes,yes,395.81
28.0,102.87568179664098,2323.202857702072,24.0,42.112464001275306,9,4,F,yearly,Electronic check,No,Yes,Yes,No,no,3405.13
70.0,67.59773985048533,4715.529236399725,63.0,96.27028355051593,9,1,F,yearly,electronic,No,Yes,Yes,no,no,2756.76
54.0,51.552233892994956,1931.3461242265407,32.0,47.13566718985188,9,3,female,Month-to-month,Credit card,No,No,yes,yes,no,3363.79
26.0,50.70767482195013,209.54043426475866,5.0,28.253087698795383,9,3,F,yearly,Mailed check,Fiber optic,yes,No,yes,no,1091.27
24.0,57.03032285077813,1470.0137079760477,23.0,61.187597819227236,7,4,Male,Month-to-month,credit,No,Y,yes,Yes,no,1393.79
77.0,96.38678856741117,6356.747297099181,58.0,47.48288609320798,8,4,F,Month-to-month,Electronic check,No,yes,No,Yes,yes,1257.25
38.0,79.31667583528888,4703.428012072748,54.0,36.28356531544303,8,2,Male,yearly,electronic,None,Y,Yes,No,no,1768.67
75.0,66.3840800647061,2701.9843776981174,48.0,59.22171104128801,9,1,male,Month-to-month,credit,None,Yes,Yes,Yes,no,3190.35
50.0,40.66223319327065,829.3849659364862,20.0,75.8383819894103,4,2,female,yearly,Credit card,DSL,yes,No,Yes,no,3154.28
43.0,99.29203167068385,5135.424999402441,61.0,64.08232741062204,3,2,Female,monthly,Credit card,No,Yes,Yes,yes,yes,2070.87
54.0,49.74884312967878,2913.2515477818183,59.0,71.71278574473976,10,2,M,Two year,Mailed check,None,Yes,yes,Yes,no,4214.48
31.0,70.14389704456029,1944.0694907152817,24.0,39.96735796038598,8,3, , ,Electronic check,None,yes,No,No,no,1472.41
35.0,92.08018275773102,7605.219596296957,71.0,48.20344492960687,8,1,Male,monthly,credit,No,Y,Yes,No,no,4069.14
18.0,112.06890438436162,5898.309099963203,48.0,63.703500046384754,3,4,F,monthly,credit,DSL,yes,no,yes,yes,1162.76
44.0,74.89203552329968,4706.177417810009,67.0,31.083297781911586,1,3,Female,monthly,Electronic check,fiber,Yes,Yes,yes,yes,520.02
18.0,56.12777546450796,1180.8307880960829,19.0,55.96498620022679,2,1,F,One year,Mailed check,DSL,Yes,Yes,no,no,937.45
19.0,88.33973396050122,1420.7274783074897,14.0,61.90141442988424,7,4,Female,Month-to-month,Electronic check,Fiber optic,no,No,No,no,100.0
59.0,74.498049850086,3365.956013222733,39.0,79.41498390580281,1,1,F,Month-to-month,Bank transfer,fiber,yes,Yes,no,no,846.26
54.0,59.48121155007312,1847.9556842780983,26.0,71.41577156668751,7,1,M,Two year,Credit card,DSL,no,yes,no,no,2271.29
41.0,69.59803216049127,2118.416492046908,27.0,70.48111593068573,6,4,Female,One year,Bank transfer,None,Y,Yes,No,no,2359.75
67.0,60.551712242840246,695.9421638057911,10.0,54.79817528141523,9,4,F,One year,Bank transfer,dsl,no,no,Yes,no,1213.61
35.0,65.41715787630648,1059.2821182982134,19.0,50.424618704584546,3,4,M,Month-to-month,Bank transfer,DSL,Y,yes,No,yes,355.1
46.0,44.81258963641345,1721.321590732574,35.0,36.53853039706827,6,2,F,One year,Electronic check,DSL,No,yes,no,no,1759.41
41.0,70.82884742157681,1281.587118596142,20.0,70.69050880359144,2,4,Male,yearly,Mailed check,None,Yes,yes,no,no,3217.62
22.0,45.860572788476375,38.533700685949775,1.0,9.501586530200981,4,3,M,Month-to-month,Bank transfer,dsl,Yes,No,No,yes,100.0
150.0,312.9214823215309,43353.89396246146,28.0,39.95588925395134,2,4,M,monthly,Mailed check,None,Y,No,yes,no,1675.05
40.0,84.21803711295954,5563.45042679792,61.0,71.55273316568156,7,3,Female,yearly,electronic,None,Y,yes,no,no,3536.97
37.0,85.8789352796638,6775.558985562805,67.0,58.84083217207048,8,3,female,monthly,Bank transfer,No,no,Yes,yes,no,3685.99
27.0,73.38847244349216,4758.137357546561,64.0,79.37402758771688,4,2,Female,Month-to-month,credit,dsl,no,yes,No,yes,678.38
55.0,47.018829525884016,1226.9302922076354,30.0,40.02377240406393,7,2,Male,Month-to-month,Electronic check,No,Yes,Yes,no,yes,100.0
32.0,48.41648140985391,1390.6091754603235,30.0,79.02395690702767,6,4,male,Month-to-month,Bank transfer,DSL,Y,Yes,no,no,1907.23
35.0,86.04213644949272,3981.210726102068,47.0,68.42433450666928,7,2,female,Month-to-month,Electronic check,DSL,yes,yes,No,no,3120.9
60.0,79.60173566876803,5508.657344138639,71.0,81.23123604249517,4,2,M,monthly,Electronic check,Fiber optic,yes,yes,No,no,5517.8
38.0,55.37078446934622,3183.5905093713554,68.0,48.97990666123012,3,1,male,Month-to-month,Mailed check,Fiber optic,No,Yes,yes,no,3297.25
20.0,66.7730166315738,4958.6344319563705,64.0,41.47650757009799,9,1,male,Two year,electronic,fiber,N,Yes,No,no,4158.5
51.0,56.285111930760195,2647.386868510228,58.0,24.880115059464924,4,3,female,Two year,electronic,No,yes,No,no,no,1896.68
42.0,34.4967870192198,1340.8058517137752,46.0,39.52440552463202,8,2,M,Two year,electronic,DSL,N,no,no,no,3777.26
73.0,26.475696690126036,1885.7979404854946,69.0,71.03848015216107,4,4,F,One year,Bank transfer,Fiber optic,N,Yes,No,no,2403.34
67.0,73.11610910557081,912.9232622039327,12.0,60.365517061717426,7,2,female,One year,Credit card,None,N,no,Yes,no,2558.25
29.0,,,35.0,26.65005220621916,7,3,female,yearly,Mailed check,fiber,Y,yes,No,no,2708.47
49.0,80.56923986305726,1268.719829054349,16.0,58.80497395769487,5,3,M,Month-to-month,Electronic check,Fiber optic,N,Yes,Yes,no,2663.12
20.0,28.314079345518962,758.7396200737285,30.0,32.95308296269313,6,4,male,Month-to-month,Mailed check,DSL,Y,Yes,yes,no,1653.08
53.0,79.09308173998684,3569.328917398343,40.0,50.227968938183146,6,2,Female,monthly,Bank transfer,Fiber optic,yes,yes,Yes,no,3079.22
25.0,54.21938510561013,2770.8303711207373,57.0,38.15738229164795,7,1,M,One year,Credit card,fiber,Y,no,Yes,no,3388.26
19.0,82.0638613235374,2049.130051477216,30.0,101.87040456691574,1,4,Female,Month-to-month,electronic,No,N,no,Yes,yes,1501.59
64.0,63.5050759650249,1715.0816289620482,24.0,33.69997013356589,4,3,M,Two year,Mailed check,fiber,Yes,no,yes,no,2251.37
39.0,84.60827331977853,3805.2010420787674,46.0,0.0,3,4,M,Two year,Credit card,Fiber optic,Yes,yes,yes,no,3637.39
53.0,86.28380621097702,2565.2511644956426,31.0,74.12353349613022,3,4,Male,Two year,electronic,dsl,Yes,No,yes,no,3187.67
36.0,87.54473112952152,2977.48865332563,31.0,64.07572142162378,10,1,F,Month-to-month,Credit card,DSL,Yes,No,Yes,no,3245.69
27.0,72.06697853071502,359.26287229049865,6.0,56.83734002751963,6,2,F,Two year,electronic,Fiber optic,Yes,no,no,no,2721.76
61.0,35.297005994738484,1665.5586940744404,47.0,0.0,10,2,Male,monthly,electronic,dsl,Y,no,No,no,1554.25
57.0,85.61309458659662,2350.6939488851576,34.0,56.62959196029182,3,4,F,monthly,credit,dsl,Yes,No,yes,no,2797.78
51.0,,2223.656373374333,33.0,17.97567140493409,8,4,female,monthly,credit,dsl,no,yes,Yes,no,1284.09
26.0,73.14338562870614,2843.9595411763853,33.0,76.60347426432386,2,2,Male,Month-to-month,Mailed check,dsl,no,Yes,Yes,yes,164.39
44.0,67.0880206170391,1871.5443389466045,34.0,48.07130462428993,4,2,male,Two year,Electronic check,fiber,N,Yes,No,no,3071.72
53.0,87.21749209746163,5193.160500304262,55.0,21.57445784136776,9,3,male,monthly,Mailed check,Fiber optic,no,Yes,Yes,no,3855.05
31.0,73.57433203337791,2141.3176789244026,31.0,48.42669904081101,10,2,Male,monthly,credit,fiber,Y,No,yes,no,1500.2
49.0,103.39120171939288,450.9116966359287,5.0,93.12072806641612,5,3,male,Two year,Bank transfer,No,Y,No,No,no,2804.2
150.0,316.469993140163,43177.129699661644,62.0,70.33441231385312,5,1,F,yearly,Mailed check,DSL,N,No,yes,no,1770.82
-55.0,-93.90834479158234,2890.164907902936,38.0,38.94659252841923,2,3,female,monthly,electronic,Fiber optic,no,no,yes,yes,1044.87
54.0,,91.24145383977398,2.0,73.96806446159556,1,3,,Two year,credit,None,yes,No,yes,no,1251.25
38.0,56.074303636881616,1175.5108749830902,20.0,67.43468105960876,2,2,F,monthly,Credit card,None,No,No,Yes,no,1558.73
73.0,81.25185407715196,6614.862753757317,70.0,59.702167700377174,4,2,Female,yearly,Mailed check,DSL,No,yes,no,no,4736.33
29.0,44.19451246579951,1026.433134535682,24.0,68.76562213096585,4,1,Male,Month-to-month,Bank transfer,dsl,N,Yes,No,yes,100.0
41.0,44.67210044705378,1998.8514327340415,40.0,1.0678069011711528,6,4,female,monthly,electronic,fiber,Yes,no,No,no,1780.43
58.0,69.17385167087079,1777.781097348543,27.0,82.82832227828399,3,2,Female,Two year,electronic,dsl,N,Yes,No,no,1969.76
40.0,35.37763414978566,1318.5145658426534,34.0,22.284582794518425,6,3,male,yearly,Electronic check,dsl,N,No,yes,no,2256.47
41.0,79.03884517600807,4701.101210846921,69.0,55.28881551226698,10,2,male,yearly,Credit card,No,N,Yes,No,no,4257.91
24.0,34.78244083168114,430.67517085299585,14.0,31.92474697672231,7,3,male,monthly,Electronic check,None,Yes,Yes,yes,yes,100.0
33.0,96.5191060550087,1515.9671462837396,14.0,43.20318932685629,7,4,M,Month-to-month,Mailed check,fiber,No,Yes,No,no,2846.49
41.0,77.42202775484418,4842.472506090468,60.0,36.03936947591848,9,1,Female,Two year,Mailed check,DSL,N,Yes,yes,no,3733.24
61.0,84.85845087037809,3678.7968399420192,50.0,50.39594192060549,2,3,M,One year,Mailed check,No,yes,yes,no,no,3562.16
59.0,71.7467159771056,1858.748781577413,32.0,38.31255786474805,5,3,male,yearly,electronic,Fiber optic,Yes,no,no,no,2485.6
58.0,51.57828942390265,2011.870174892308,37.0,34.667193607746114,7,4,Female,One year,credit,None,yes,No,No,no,2229.48
64.0,61.530096378870915,599.8759384725735,11.0,33.15871485519425,5,2,male,monthly,Credit card,DSL,No,Yes,yes,yes,695.2
67.0,63.10149382036216,2501.1018881511627,45.0,28.15884399154517,2,4,Male,Month-to-month,Mailed check,No,yes,Yes,no,yes,389.83
19.0,86.3668188404653,3562.0327826295998,36.0,34.83063502586434,8,3,female,Two year,electronic,fiber,Y,Yes,Yes,no,2283.33
35.0,72.74687871506134,3592.2362311511397,49.0,44.21016160889617,10,4,Female,Month-to-month,electronic,Fiber optic,Y,no,no,no,3124.74
57.0,61.50662119778124,2867.115783622671,39.0,72.3335769004488,7,1,male,Two year,Mailed check,DSL,Y,yes,Yes,no,2462.43
38.0,56.466655830622564,2098.318664689898,31.0,39.66016664084446,8,4,female,Month-to-month,electronic,dsl,yes,yes,yes,no,3316.84
200.0,416.0058652344941,49396.53213823709,7.0,78.45002908417338,5,4,Female,Month-to-month,Mailed check,dsl,yes,No,yes,yes,100.0
39.0,55.751344678376554,423.8512505029318,7.0,96.86170234342163,5,1,Male,Month-to-month,electronic,None,Y,yes,yes,no,2903.13
29.0,43.47668288459788,1507.8199471776607,32.0,16.967772116900605,4,1,female,monthly,electronic,None,no,Yes,Yes,yes,569.31
42.0,92.99370513142946,4938.373185196418,46.0,38.65950052014961,10,3,female,Two year,Bank transfer,Fiber optic,yes,no,yes,no,3552.56
59.0,55.034191206427366,569.5787171423137,12.0,27.719743742637377,10,3,M,Two year,Mailed check,dsl,no,Yes,yes,no,1528.12
49.0,61.69198715692941,2059.8423429067884,36.0,40.62962023256635,3,1,male,yearly,Mailed check,None,No,No,no,no,3114.56
60.0,63.87472572747901,4195.020632365628,62.0,42.27629444698163,10,1,F,monthly,Mailed check,Fiber optic,yes,yes,no,no,4667.51
22.0,76.13156044151155,4764.094296747834,53.0,67.045893332744,4,2,male,Two year,Electronic check,fiber,yes,no,no,yes,100.0
35.0,82.42070470621532,2422.3422113261604,36.0,68.52395891548755,10,2,Male,One year,Electronic check,fiber,yes,yes,no,no,3855.19
35.0,83.39739836706178,4868.2824468273475,57.0,58.63331205535327,2,3,Male,Two year,Credit card,DSL,Yes,Yes,No,no,4125.92
49.0,71.81076114744846,2972.4079144618345,44.0,39.970889098300795,4,3, , ,credit,fiber,yes,yes,No,no,2913.54
78.0,108.91566333951303,3725.1248415601704,29.0,20.422068272075855,5,1,male,Month-to-month,Electronic check,DSL,yes,Yes,No,yes,624.9
69.0,27.253680713625222,130.19080633573662,4.0,60.620459910296475,8,4,Male,Two year,Mailed check,Fiber optic,Y,No,yes,no,694.89
26.0,70.31940335634141,750.0449800641444,9.0,74.25251836086385,1,1,M,Month-to-month,Bank transfer,No,yes,yes,yes,yes,652.29
74.0,28.416381178303986,55.26028624584945,2.0,69.44563822559115,1,3,male,Month-to-month,electronic,None,no,No,no,yes,100.0
39.0,41.13005118200945,740.1650256006043,22.0,0.0,7,3,F,Two year,Electronic check,dsl,N,no,no,no,2715.95
31.0,51.831377238057996,976.8351560536067,16.0,11.161698132027915,6,1,male,Month-to-month,electronic,dsl,N,Yes,yes,yes,100.0
,48.0393847408409,682.6770713961732,13.0,37.650842326033725,8,1,Male,Two year,Bank transfer,dsl,Yes,yes,Yes,no,706.05
38.0,30.976409655192413,206.46177228891466,6.0,37.95343790044001,8,2,female,Two year,Electronic check,None,No,no,yes,no,1694.77
47.0,63.17849298979205,975.4572064095566,18.0,19.781771469443633,9,4,male,monthly,Electronic check,Fiber optic,No,No,yes,no,1185.26
,79.28369516125858,1381.916116802689,16.0,25.041882305098788,10,3,F,Two year,Electronic check,None,Yes,Yes,no,no,2445.88
20.0,110.91449202295065,5332.449371910832,59.0,47.3321645006918,10,3,Male,Two year,credit,DSL,Yes,yes,yes,no,4249.73
52.0,88.91022326943099,4174.5142633392115,51.0,28.322152375460178,6,2,Female,monthly,Electronic check,Fiber optic,Y,Yes,yes,no,1864.68
71.0,47.66191589302639,2893.3372324921747,65.0,71.66974746467262,8,3,M,monthly,Mailed check,dsl,Yes,no,yes,no,4854.15
26.0,,2551.275297786995,60.0,19.15795559665692,9,2,M,One year,Electronic check,No,Y,yes,Yes,yes,1424.48
74.0,30.992350107274596,279.34807147466285,11.0,12.75522134236509,4,2,female,Two year,Electronic check,DSL,Y,no,no,no,2226.29
48.0,50.88004990271932,620.6125359481863,12.0,16.967780172771576,6,1,Male,Month-to-month,Mailed check,fiber,Y,no,yes,no,1853.6
27.0,10.0,161.74835248655387,18.0,48.69959587409992,5,2,female,One year,Bank transfer,dsl,no,yes,no,no,1415.82
50.0,18.707323954944243,683.97841461204,39.0,21.17394592471117,3,2,male,Month-to-month,Credit card,DSL,No,No,no,no,2305.67
37.0,66.46196154423302,222.35253458781963,4.0,75.89103075543815,9,3,Female,yearly,Bank transfer,fiber,Y,Yes,no,no,2231.44
67.0,49.969342834042806,951.6267226121951,18.0,6.074476611114157,6,2,male,Month-to-month,credit,fiber,N,no,Yes,yes,100.0
58.0,83.81078387258528,4259.045464867632,43.0,24.50882538277367,5,3,Male,monthly,Mailed check,Fiber optic,Yes,No,yes,no,3964.65
42.0,52.03621705865312,919.8518452111327,16.0,1.8850178765403882,7,2,female,One year,Mailed check,No,yes,no,yes,no,940.5
40.0,77.70920217659824,1577.2504741262082,18.0,59.916668264338405,7,1,male,Two year,credit,Fiber optic,Y,no,Yes,no,1502.45
21.0,36.701864838196634,2845.5925211090807,68.0,51.926669726220936,8,2,M,Month-to-month,Electronic check,Fiber optic,yes,No,Yes,yes,192.38
20.0,44.914566439733605,1329.2959967776897,36.0,78.19177976469469,7,1,M,monthly,Credit card,None,no,yes,yes,no,2131.32
71.0,53.77033950467953,2951.633103762326,52.0,46.91301248365302,8,2,Male,Month-to-month,Electronic check,Fiber optic,Y,No,No,no,3019.18
30.0,51.44569175228117,3858.3095037732774,70.0,73.04822875889441,1,2,F,Month-to-month,Electronic check,No,Y,no,no,no,2993.07
23.0,80.34403349736263,3190.6487393067864,48.0,41.341825439767646,3,3,male,monthly,Mailed check,None,Yes,No,No,yes,705.82
41.0,71.19454881982332,85.06766499101415,1.0,38.16525576237966,1,1,M,monthly,electronic,Fiber optic,yes,Yes,no,yes,100.0
60.0,32.13090112006738,1057.8112106032283,28.0,33.74794206401923,1,1,Female,monthly,Bank transfer,None,yes,No,yes,yes,100.0
36.0,46.312690002480664,1711.4811277987317,31.0,82.75550355356233,2,4,Female,Month-to-month,Bank transfer,Fiber optic,N,yes,Yes,yes,245.47
71.0,70.29130525068722,1393.7715270906692,24.0,13.976342181001279,9,2,F,Month-to-month,Mailed check,DSL,N,no,yes,no,2964.74
32.0,48.54922762169118,1006.8156343872566,21.0,54.28130875406243,10,3,F,Month-to-month,Electronic check,dsl,Yes,no,Yes,no,2783.74
40.0,28.363607841409085,1587.8576497275192,64.0,25.190254575751318,9,4,F,Two year,electronic,dsl,yes,no,yes,no,4397.18
64.0,53.36996094010906,2327.820343904424,52.0,33.51653239603866,7,4,male,,Mailed check,Fiber optic,Yes,no,No,no,3539.1
52.0,55.65713111462275,1497.474575694682,24.0,63.27427937109198,6,4,Female,monthly,Bank transfer,fiber,N,No,No,no,2042.72
38.0,61.34816244437909,2812.7766102137866,40.0,26.172779102486672,6,2,Female,Month-to-month,Bank transfer,dsl,N,No,Yes,no,1888.49
64.0,27.76646727828109,520.3449422797048,22.0,44.90871973377747,2,2,M,One year,Electronic check,None,No,No,Yes,no,1660.37
,42.38359713129533,247.21276165098175,5.0,81.32968120491142,7,3,M,Month-to-month,Electronic check,None,N,yes,no,yes,100.0
77.0,,5682.835432936452,56.0,36.69830759354966,4,3,Female,Two year,,Fiber optic,Y,Yes,yes,no,4278.46
40.0,59.23487460012374,2714.7645615510937,40.0,92.50768920046477,8,1,female,Two year,electronic,fiber,No,yes,no,no,4068.23
72.0,43.17448279680261,2963.6704898987145,62.0,65.31008143616262,4,1,female,yearly,Electronic check,dsl,no,yes,No,no,3200.89
28.0,53.763287296206826,3209.4543926138795,56.0,92.60150761630281,8,1,Male,Two year,Bank transfer,No,Y,yes,No,no,1798.39
67.0,40.250356035013034,1325.5751291944014,30.0,56.70590486717465,1,1,M,Two year,credit,fiber,Yes,yes,yes,yes,100.0
100.0,261.1733882546496,49115.810510159536,65.0,25.75501937325144,4,3,Male,Month-to-month,credit,fiber,Y,No,yes,no,3313.05
77.0,72.76845007281509,5626.392031029313,65.0,34.263809652365694,1,3,male,Month-to-month,credit,Fiber optic,yes,No,yes,yes,722.81
75.0,60.65702401292517,1570.9451381373835,23.0,48.03585139300527,9,3,Male,Month-to-month,Electronic check,fiber,Yes,Yes,Yes,no,1807.56
43.0,94.17371286425485,4681.377853077957,42.0,70.27997244505156,2,3,M,Two year,electronic,dsl,yes,yes,yes,no,2282.18
100.0,431.07997044915703,29898.609198665872,37.0,21.46705525420942,8,4,M,Two year,credit,DSL,Y,yes,No,no,1888.29
26.0,43.98301950966243,1356.3108833028327,28.0,23.423910810187465,8,2,F,monthly,Bank transfer,None,Y,Yes,No,no,3401.43
53.0,46.68522659238956,2228.089592644517,51.0,97.33442269993678,4,2,male,Month-to-month,Mailed check,DSL,Y,Yes,Yes,yes,1256.88
61.0,56.808193954324,2069.332563705833,43.0,61.568528712322816,1,4,Male,Two year,Bank transfer,Fiber optic,Y,yes,no,no,1840.09
23.0,81.68438469849069,,45.0,47.3715806434593,7,4,M,Month-to-month,electronic,No,Y,no,No,yes,631.92
45.0,95.06644997643502,4348.863673055922,47.0,108.04581704939012,7,4,Female,One year,Mailed check,DSL,yes,yes,no,no,3444.34
27.0,69.9874635935989,5514.356814691201,68.0,38.65926554754061,9,4,female,monthly,Mailed check,None,Y,No,yes,no,5261.51
55.0,54.878197409856114,4194.187114906317,71.0,61.64101509081149,8,3,F,Two year,Mailed check,dsl,yes,no,yes,no,4867.79
50.0,63.66689047555022,3164.364945899268,,53.50812268810329,6,2,M,yearly,Mailed check,No,Y,yes,yes,no,1934.06
34.0,67.35785788800862,3798.634058806243,51.0,34.697367842313255,10,3,male,Two year,Electronic check,None,N,no,no,no,4216.86
51.0,81.66435956077682,5347.927776658551,65.0,61.26224748372897,9,2,Male,One year,credit,DSL,Yes,Yes,Yes,no,4116.4
77.0,63.5966660109759,4699.609549715961,68.0,78.82167300571871,8,1,M,One year,electronic,DSL,Yes,yes,yes,no,2808.76
76.0,74.17795640396548,3760.528307702778,59.0,75.23917077045876,9,2,male,monthly,Electronic check,fiber,Y,no,yes,no,1189.22
52.0,73.98333110469466,4410.933626671803,66.0,25.723283221746396,9,4,Female,Two year,Credit card,DSL,yes,no,Yes,no,4715.23
21.0,73.65447798853667,2961.2121355504,37.0,39.09118254092944,2,3,male,One year,Mailed check,fiber,Y,no,yes,no,3368.24
42.0,71.05023418696148,3911.451603306418,52.0,92.77029006249941,7,3,M,monthly,Mailed check,dsl,no,yes,yes,no,1730.91
